typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","M","20240101","2024","1","202401","-2","-2","ALL","X","Export","-2","-2","0","-2","-2","0","GG","GG","true","500710","Silk; woven fabrics of noil silk","6","true","-2","c00","0","-2","0","-1","n/a",,"true","-1","n/a",,"false","4866.505","true","0.052","false",,"540325.101","540325.101","0","false","true",
"C","M","20240101","2024","1","202401","-2","-2","ALL","X","Export","-2","-2","0","-2","-2","0","GG","GG","true","100590","Cereals; maize (corn), other than seed","6","true","-2","c00","0","-2","0","-1","n/a",,"true","-1","n/a",,"false","16765929601.744","true","27121.004","false","981.444","3656128792.3320003","3656128792.3320003","0","false","true",
"C","M","20240101","2024","1","202401","-2","-2","ALL","X","Export","-2","-2","0","-2","-2","0","GG","GG","true","441011","Particle board of wood, whether or not agglomerated with resins or other organic binding substances","6","true","-2","c00","0","-2","0","-1","n/a",,"true","-1","n/a",,"false","923958493.027","true","585992.67","false","5656.802","405206145.71","405206145.71","0","false","true",
"C","M","20240101","2024","1","202401","-2","-2","ALL","X","Export","-2","-2","0","-2","-2","0","GG","GG","true","180631","Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less","6","true","-2","c00","0","-2","0","-1","n/a",,"true","-1","n/a",,"false","77572015.52099998","true","85076.953","false","1916.284","502829016.587","502829016.587","0","false","true",
"C","M","20240101","2024","1","202401","-2","-2","ALL","M","Import","-2","-2","0","-2","-2","0","GG","GG","true","852871","Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus; not designed to incorporate a video display or screen","6","true","-2","c00","0","-2","0","-1","n/a",,"true","-1","n/a",,"false","4206681.011","true","81614.5","false","304571645.94499993","81588463.05000001","318748081.56399995","0","false","true",
"C","M","20240101","2024","1","202401","-2","-2","ALL","X","Export","-2","-2","0","-2","-2","0","GG","GG","true","290511","Alcohols; saturated monohydric, methanol (methyl alcohol)","6","true","-2","c00","0","-2","0","-1","n/a",,"true","-1","n/a",,"false","1568031963.0080001","true","1000620.699","false",,"609556294.5199999","609556294.5199999","0","false","true",
"C","M","20240101","2024","1","202401","-2","-2","ALL","X","Export","-2","-2","0","-2","-2","0","GG","GG","true","040291","Dairy produce; milk and cream, concentrated, not containing added sugar or other sweetening matter, other than in powder, granules or other solid forms","6","true","-2","c00","0","-2","0","-1","n/a",,"true","-1","n/a",,"false","99071129.993","true","1242938.093","false",,"138735891.33000004","138735891.33000004","0","false","true",
"C","M","20240101","2024","1","202401","-2","-2","ALL","M","Import","-2","-2","0","-2","-2","0","GG","GG","true","250100","Salt (including table salt and denatured salt); pure sodium chloride whether or not in aqueous solution; sea water","6","true","-2","c00","0","-2","0","-1","n/a",,"true","-1","n/a",,"false","4872485653.820998","true","77762156.84","false","341960711.378","97577864.05200002","355411480.776","0","false","true",
"C","M","20240101","2024","1","202401","-2","-2","ALL","X","Export","-2","-2","0","-2","-2","0","GG","GG","true","020130","Meat; of bovine animals, boneless cuts, fresh or chilled","6","true","-2","c00","0","-2","0","-1","n/a",,"true","-1","n/a",,"false","199616527.04799998","true","2178607.943","false","1166786.569","1651820708.295","1651820708.295","0","false","true",
"C","M","20240101","2024","1","202401","-2","-2","ALL","X","Export","-2","-2","0","-2","-2","0","GG","GG","true","190230","Food preparations; pasta (excluding stuffed), cooked or otherwise prepared","6","true","-2","c00","0","-2","0","-1","n/a",,"true","-1","n/a",,"false","125127617.97","true","258808.278","false","1739714.576","357305580.56299996","357305580.56299996","0","false","true",
